date,kickoff,league,country,round,home_team,away_team,hg_fh,hg_sh,ag_fh,ag_sh,ft_res,h2h,pm_home,pm_away,h_mp_0,h_mp_1,a_mp_0,a_mp_2,h_pos_0,h_pos_1,a_pos_0,a_pos_2,h_gsr_0,h_gcr_0,h_gsr_1,h_gcr_1,a_gsr_0,a_gcr_0,a_gsr_2,a_gcr_2,h_ppg_0,h_ppg_1,a_ppg_0,a_ppg_2,h_o15_1,h_o25_1,h_o35_1,h_gg_1,h_cs_1,h_fts_1,a_o15_2,a_o25_2,a_o35_2,a_gg_2,a_cs_2,a_fts_2,lg_mp,lw_hw,lg_draws,lg_aw,lg_avg_goals,lg_gsr_1,lg_gsr_2,lg_gsf_1,lg_gsf_2,lg_gg,lg_015,lg_025,lg_035,hw_odds,draw_odds,aw_odds,1x_odds,x2_odds,o15_odds,u15_odds,o25_odds,u25_odds,o35_odds,u35_odds,gg_yes_odds,gg_no_odds,hw_prima_prob,draw_prima_prob,aw_prima_prob,1x_prima_prob,x2_prima_prob,o15_prima_prob,u15_prima_prob,o25_prima_prob,u25_prima_prob,o35_prima_prob,u35_prima_prob,gg_yes_prima_prob,gg_no_prima_prob
2023-04-10,21:00:00,Premier,Iceland,1,Breidablik,HK Kopavogur,0,3,2,2,A,"""[{'date': datetime.date(2022, 8, 19), 'gf': 1, 'ga': 0, 'venue': 'ha'}, {'date': datetime.date(2022, 1, 22), 'gf': 2, 'ga': 0, 'venue': 'hh'}, {'date': datetime.date(2021, 9, 25), 'gf': 3, 'ga': 0, 'venue': 'hh'}, {'date': datetime.date(2021, 6, 27), 'gf': 3, 'ga': 2, 'venue': 'ha'}, {'date': datetime.date(2020, 7, 23), 'gf': 0, 'ga': 1, 'venue': 'ha'}, {'date': datetime.date(2020, 6, 7), 'gf': 3, 'ga': 1, 'venue': 'hh'}, {'date': datetime.date(2020, 1, 11), 'gf': 6, 'ga': 1, 'venue': 'ha'}, {'date': datetime.date(2019, 7, 7), 'gf': 1, 'ga': 2, 'venue': 'hh'}, {'date': datetime.date(2019, 5, 30), 'gf': 3, 'ga': 1, 'venue': 'hh'}, {'date': datetime.date(2019, 5, 4), 'gf': 2, 'ga': 2, 'venue': 'ha'}, {'date': datetime.date(2019, 1, 18), 'gf': 1, 'ga': 1, 'venue': 'ha'}, {'date': datetime.date(2018, 2, 3), 'gf': 3, 'ga': 2, 'venue': 'ha'}]""","""[]""","""[]""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.22,9.5,9.5,1.06,4.0,1.08,7.25,1.28,3.3,1.71,2.0,1.63,2.1,46,34,20,90,10,88,12,73,27,53,47,55,2.1
2023-04-10,20:15:00,Premier,Iceland,1,Fram Reykjavik,FH Hafnarfjordur,1,1,1,1,D,"""[{'date': datetime.date(2022, 10, 23), 'gf': 3, 'ga': 0, 'venue': 'hh'}, {'date': datetime.date(2022, 7, 11), 'gf': 1, 'ga': 0, 'venue': 'hh'}, {'date': datetime.date(2022, 4, 25), 'gf': 2, 'ga': 4, 'venue': 'ha'}, {'date': datetime.date(2022, 3, 5), 'gf': 1, 'ga': 7, 'venue': 'ha'}, {'date': datetime.date(2021, 2, 26), 'gf': 2, 'ga': 2, 'venue': 'hh'}, {'date': datetime.date(2020, 5, 30), 'gf': 0, 'ga': 2, 'venue': 'ha'}, {'date': datetime.date(2014, 9, 21), 'gf': 2, 'ga': 4, 'venue': 'ha'}, {'date': datetime.date(2014, 6, 23), 'gf': 0, 'ga': 4, 'venue': 'hh'}, {'date': datetime.date(2013, 9, 22), 'gf': 0, 'ga': 2, 'venue': 'hh'}, {'date': datetime.date(2013, 7, 3), 'gf': 1, 'ga': 2, 'venue': 'ha'}, {'date': datetime.date(2012, 7, 30), 'gf': 0, 'ga': 1, 'venue': 'hh'}, {'date': datetime.date(2012, 5, 10), 'gf': 0, 'ga': 1, 'venue': 'ha'}]""","""[]""","""[]""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,2.0,2.0,1.73,1.35,1.14,5.25,1.44,2.55,2.05,1.66,1.43,2.6,32,30,38,39,61,86,14,69,31,49,51,70,2.6
2023-04-10,15:00:00,Premier,Iceland,1,Fylkir,Keflavik,1,0,0,2,A,"""[{'date': datetime.date(2023, 2, 25), 'gf': 2, 'ga': 2, 'venue': 'ha'}, {'date': datetime.date(2021, 8, 8), 'gf': 1, 'ga': 1, 'venue': 'ha'}, {'date': datetime.date(2021, 5, 21), 'gf': 4, 'ga': 2, 'venue': 'hh'}, {'date': datetime.date(2018, 8, 31), 'gf': 2, 'ga': 1, 'venue': 'ha'}, {'date': datetime.date(2018, 6, 8), 'gf': 2, 'ga': 0, 'venue': 'hh'}, {'date': datetime.date(2017, 7, 27), 'gf': 3, 'ga': 3, 'venue': 'ha'}, {'date': datetime.date(2017, 5, 21), 'gf': 1, 'ga': 1, 'venue': 'hh'}, {'date': datetime.date(2016, 5, 25), 'gf': 2, 'ga': 1, 'venue': 'ha'}, {'date': datetime.date(2015, 8, 17), 'gf': 3, 'ga': 3, 'venue': 'hh'}, {'date': datetime.date(2015, 5, 25), 'gf': 3, 'ga': 1, 'venue': 'ha'}, {'date': datetime.date(2014, 9, 21), 'gf': 1, 'ga': 0, 'venue': 'ha'}, {'date': datetime.date(2014, 6, 22), 'gf': 2, 'ga': 4, 'venue': 'hh'}]""","""[]""","""[]""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2,2.65,2.65,1.43,1.6,1.13,5.5,1.42,2.65,2.0,1.7,1.39,2.75,37,29,34,55,45,83,17,65,35,45,55,67,2.75
2023-04-10,15:00:00,Premier,Iceland,1,KA Akureyri,KR Reykjavik,0,1,0,1,D,"""[{'date': datetime.date(2022, 10, 2), 'gf': 1, 'ga': 0, 'venue': 'hh'}, {'date': datetime.date(2022, 8, 2), 'gf': 0, 'ga': 1, 'venue': 'hh'}, {'date': datetime.date(2022, 5, 7), 'gf': 0, 'ga': 0, 'venue': 'ha'}, {'date': datetime.date(2021, 7, 5), 'gf': 1, 'ga': 2, 'venue': 'hh'}, {'date': datetime.date(2021, 5, 7), 'gf': 3, 'ga': 1, 'venue': 'ha'}, {'date': datetime.date(2020, 7, 26), 'gf': 0, 'ga': 0, 'venue': 'hh'}, {'date': datetime.date(2019, 8, 25), 'gf': 0, 'ga': 0, 'venue': 'hh'}, {'date': datetime.date(2019, 6, 2), 'gf': 0, 'ga': 1, 'venue': 'ha'}, {'date': datetime.date(2018, 8, 19), 'gf': 0, 'ga': 1, 'venue': 'hh'}, {'date': datetime.date(2018, 5, 27), 'gf': 0, 'ga': 2, 'venue': 'ha'}, {'date': datetime.date(2018, 2, 24), 'gf': 3, 'ga': 2, 'venue': 'ha'}, {'date': datetime.date(2017, 9, 17), 'gf': 0, 'ga': 0, 'venue': 'ha'}]""","""[]""","""[]""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.05,2.95,2.95,1.36,1.68,1.16,4.75,1.51,2.35,2.25,1.57,1.47,2.45,37,31,32,59,41,81,19,61,39,39,61,63,2.45
2023-04-10,20:15:00,Premier,Iceland,1,Stjarnan,Vikingur R.,0,0,1,1,A,"""[{'date': datetime.date(2023, 2, 16), 'gf': 1, 'ga': 2, 'venue': 'ha'}, {'date': datetime.date(2022, 10, 10), 'gf': 2, 'ga': 1, 'venue': 'hh'}, {'date': datetime.date(2022, 7, 30), 'gf': 2, 'ga': 2, 'venue': 'hh'}, {'date': datetime.date(2022, 5, 2), 'gf': 5, 'ga': 4, 'venue': 'ha'}, {'date': datetime.date(2021, 7, 25), 'gf': 2, 'ga': 3, 'venue': 'ha'}, {'date': datetime.date(2021, 5, 13), 'gf': 2, 'ga': 3, 'venue': 'hh'}, {'date': datetime.date(2020, 7, 30), 'gf': 2, 'ga': 1, 'venue': 'ha'}, {'date': datetime.date(2020, 7, 27), 'gf': 1, 'ga': 1, 'venue': 'hh'}, {'date': datetime.date(2020, 6, 1), 'gf': 3, 'ga': 4, 'venue': 'ha'}, {'date': datetime.date(2019, 8, 7), 'gf': 2, 'ga': 1, 'venue': 'hh'}, {'date': datetime.date(2019, 5, 15), 'gf': 4, 'ga': 3, 'venue': 'ha'}, {'date': datetime.date(2018, 7, 29), 'gf': 4, 'ga': 0, 'venue': 'ha'}]""","""[]""","""[]""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,1.66,1.66,2.1,1.22,1.13,5.25,1.43,2.6,2.05,1.68,1.47,2.45,29,30,41,29,71,83,17,65,35,45,55,64,2.45
2023-04-10,19:30:00,Premier,Iceland,1,Valur Reykjavik,Vestmannaeyjar,0,2,1,0,H,"""[{'date': datetime.date(2022, 7, 17), 'gf': 2, 'ga': 3, 'venue': 'ha'}, {'date': datetime.date(2022, 4, 19), 'gf': 2, 'ga': 1, 'venue': 'hh'}, {'date': datetime.date(2022, 2, 18), 'gf': 1, 'ga': 1, 'venue': 'hh'}, {'date': datetime.date(2020, 2, 29), 'gf': 4, 'ga': 1, 'venue': 'hh'}, {'date': datetime.date(2019, 9, 1), 'gf': 1, 'ga': 2, 'venue': 'ha'}, {'date': datetime.date(2019, 6, 15), 'gf': 5, 'ga': 1, 'venue': 'hh'}, {'date': datetime.date(2018, 9, 16), 'gf': 5, 'ga': 1, 'venue': 'hh'}, {'date': datetime.date(2018, 6, 13), 'gf': 1, 'ga': 0, 'venue': 'ha'}, {'date': datetime.date(2018, 5, 30), 'gf': 2, 'ga': 2, 'venue': 'hh'}, {'date': datetime.date(2018, 4, 19), 'gf': 2, 'ga': 1, 'venue': 'hh'}, {'date': datetime.date(2018, 3, 16), 'gf': 3, 'ga': 1, 'venue': 'hh'}, {'date': datetime.date(2017, 8, 27), 'gf': 3, 'ga': 2, 'venue': 'ha'}]""","""[]""","""[]""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.75,3.75,3.75,1.24,1.98,1.13,5.25,1.43,2.6,2.05,1.68,1.44,2.55,41,30,29,69,31,83,17,65,35,44,56,64,2.55
2023-04-15,17:00:00,Premier,Iceland,2,FH Hafnarfjordur,Stjarnan,0,1,0,0,H,"""[{'date': datetime.date(2022, 9, 17), 'gf': 1, 'ga': 2, 'venue': 'ha'}, {'date': datetime.date(2022, 7, 4), 'gf': 1, 'ga': 1, 'venue': 'hh'}, {'date': datetime.date(2022, 3, 19), 'gf': 3, 'ga': 1, 'venue': 'ha'}, {'date': datetime.date(2021, 9, 13), 'gf': 4, 'ga': 0, 'venue': 'ha'}, {'date': datetime.date(2021, 6, 16), 'gf': 1, 'ga': 1, 'venue': 'hh'}, {'date': datetime.date(2020, 10, 1), 'gf': 1, 'ga': 1, 'venue': 'ha'}, {'date': datetime.date(2020, 9, 10), 'gf': 3, 'ga': 0, 'venue': 'hh'}, {'date': datetime.date(2020, 8, 17), 'gf': 1, 'ga': 2, 'venue': 'hh'}, {'date': datetime.date(2019, 8, 31), 'gf': 3, 'ga': 1, 'venue': 'ha'}, {'date': datetime.date(2019, 6, 14), 'gf': 2, 'ga': 2, 'venue': 'hh'}, {'date': datetime.date(2019, 1, 15), 'gf': 0, 'ga': 0, 'venue': 'ha'}, {'date': datetime.date(2018, 9, 29), 'gf': 1, 'ga': 0, 'venue': 'ha'}]""","""[{'date': datetime.date(2023, 4, 10), 'gf': 2, 'ga': 2, 'venue': 'ha', 'home_team': 'fram reykjavik', 'away_team': 'fh hafnarfjordur', 'home_pos': 5, 'away_pos': 5}, {'date': datetime.date(2023, 3, 5), 'gf': 1, 'ga': 5, 'venue': 'hh', 'home_team': 'fh hafnarfjordur', 'away_team': 'vestmannaeyjar', 'home_pos': 5, 'away_pos': 10}, {'date': datetime.date(2023, 2, 17), 'gf': 1, 'ga': 3, 'venue': 'ha', 'home_team': 'breidablik', 'away_team': 'fh hafnarfjordur', 'home_pos': 9, 'away_pos': 5}, {'date': datetime.date(2022, 10, 23), 'gf': 0, 'ga': 3, 'venue': 'ha', 'home_team': 'fram reykjavik', 'away_team': 'fh hafnarfjordur', 'home_pos': 5, 'away_pos': 5}, {'date': datetime.date(2022, 10, 15), 'gf': 3, 'ga': 2, 'venue': 'ha', 'home_team': 'keflavik', 'away_team': 'fh hafnarfjordur', 'home_pos': 3, 'away_pos': 5}, {'date': datetime.date(2022, 10, 5), 'gf': 1, 'ga': 2, 'venue': 'ha', 'home_team': 'vestmannaeyjar', 'away_team': 'fh hafnarfjordur', 'home_pos': 10, 'away_pos': 5}, {'date': datetime.date(2022, 10, 1), 'gf': 2, 'ga': 2, 'venue': 'hh', 'home_team': 'fh hafnarfjordur', 'away_team': 'vikingur r.', 'home_pos': 5, 'away_pos': 1}, {'date': datetime.date(2022, 9, 17), 'gf': 1, 'ga': 2, 'venue': 'ha', 'home_team': 'stjarnan', 'away_team': 'fh hafnarfjordur', 'home_pos': 12, 'away_pos': 5}]""","""[{'date': datetime.date(2023, 4, 10), 'gf': 0, 'ga': 2, 'venue': 'hh', 'home_team': 'stjarnan', 'away_team': 'vikingur r.', 'home_pos': 12, 'away_pos': 1}, {'date': datetime.date(2023, 3, 2), 'gf': 0, 'ga': 0, 'venue': 'hh', 'home_team': 'stjarnan', 'away_team': 'fram reykjavik', 'home_pos': 12, 'away_pos': 5}, {'date': datetime.date(2023, 2, 16), 'gf': 1, 'ga': 2, 'venue': 'ha', 'home_team': 'vikingur r.', 'away_team': 'stjarnan', 'home_pos': 1, 'away_pos': 12}, {'date': datetime.date(2022, 10, 29), 'gf': 2, 'ga': 0, 'venue': 'ha', 'home_team': 'kr reykjavik', 'away_team': 'stjarnan', 'home_pos': 7, 'away_pos': 12}, {'date': datetime.date(2022, 10, 23), 'gf': 0, 'ga': 3, 'venue': 'hh', 'home_team': 'stjarnan', 'away_team': 'ka akureyri', 'home_pos': 12, 'away_pos': 7}, {'date': datetime.date(2022, 10, 16), 'gf': 0, 'ga': 3, 'venue': 'ha', 'home_team': 'valur reykjavik', 'away_team': 'stjarnan', 'home_pos': 3, 'away_pos': 12}, {'date': datetime.date(2022, 10, 10), 'gf': 2, 'ga': 1, 'venue': 'hh', 'home_team': 'stjarnan', 'away_team': 'vikingur r.', 'home_pos': 12, 'away_pos': 1}, {'date': datetime.date(2022, 10, 3), 'gf': 0, 'ga': 3, 'venue': 'ha', 'home_team': 'breidablik', 'away_team': 'stjarnan', 'home_pos': 9, 'away_pos': 12}, {'date': datetime.date(2022, 9, 17), 'gf': 2, 'ga': 1, 'venue': 'hh', 'home_team': 'stjarnan', 'away_team': 'fh hafnarfjordur', 'home_pos': 12, 'away_pos': 5}]""",1,0,1,0,5,7,12,7,2.0,2.0,0,0,0.0,2.0,0,0,1.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,17,33,50,3.5,1.5,2.0,83,100,83,100,67,33,1.93,3.2,3.2,1.31,1.78,1.13,5.5,1.42,2.65,2.0,1.7,1.41,2.65,39,30,31,62,38,98,2,55,45,44,56,61,2.65
2023-04-15,17:00:00,Premier,Iceland,2,KA Akureyri,Vestmannaeyjar,1,2,0,0,H,"""[{'date': datetime.date(2023, 3, 18), 'gf': 0, 'ga': 0, 'venue': 'ha'}, {'date': datetime.date(2022, 7, 9), 'gf': 4, 'ga': 3, 'venue': 'hh'}, {'date': datetime.date(2022, 4, 24), 'gf': 3, 'ga': 0, 'venue': 'ha'}, {'date': datetime.date(2020, 7, 30), 'gf': 1, 'ga': 1, 'venue': 'hh'}, {'date': datetime.date(2019, 8, 18), 'gf': 1, 'ga': 1, 'venue': 'ha'}, {'date': datetime.date(2019, 5, 25), 'gf': 2, 'ga': 0, 'venue': 'hh'}, {'date': datetime.date(2018, 7, 29), 'gf': 1, 'ga': 2, 'venue': 'ha'}, {'date': datetime.date(2018, 5, 12), 'gf': 2, 'ga': 0, 'venue': 'hh'}, {'date': datetime.date(2017, 9, 30), 'gf': 0, 'ga': 3, 'venue': 'ha'}, {'date': datetime.date(2017, 7, 16), 'gf': 6, 'ga': 3, 'venue': 'hh'}, {'date': datetime.date(2004, 8, 5), 'gf': 1, 'ga': 0, 'venue': 'hh'}, {'date': datetime.date(2004, 7, 28), 'gf': 0, 'ga': 4, 'venue': 'ha'}]""","""[{'date': datetime.date(2023, 4, 10), 'gf': 1, 'ga': 1, 'venue': 'hh', 'home_team': 'ka akureyri', 'away_team': 'kr reykjavik', 'home_pos': 7, 'away_pos': 7}, {'date': datetime.date(2023, 4, 2), 'gf': 1, 'ga': 1, 'venue': 'hh', 'home_team': 'ka akureyri', 'away_team': 'valur reykjavik', 'home_pos': 7, 'away_pos': 3}, {'date': datetime.date(2023, 3, 18), 'gf': 0, 'ga': 0, 'venue': 'ha', 'home_team': 'vestmannaeyjar', 'away_team': 'ka akureyri', 'home_pos': 10, 'away_pos': 7}, {'date': datetime.date(2023, 2, 12), 'gf': 2, 'ga': 1, 'venue': 'hh', 'home_team': 'ka akureyri', 'away_team': 'fylkir', 'home_pos': 7, 'away_pos': 10}, {'date': datetime.date(2023, 2, 4), 'gf': 1, 'ga': 2, 'venue': 'ha', 'home_team': 'keflavik', 'away_team': 'ka akureyri', 'home_pos': 3, 'away_pos': 7}, {'date': datetime.date(2022, 10, 29), 'gf': 2, 'ga': 0, 'venue': 'hh', 'home_team': 'ka akureyri', 'away_team': 'valur reykjavik', 'home_pos': 7, 'away_pos': 3}, {'date': datetime.date(2022, 10, 23), 'gf': 3, 'ga': 0, 'venue': 'ha', 'home_team': 'stjarnan', 'away_team': 'ka akureyri', 'home_pos': 12, 'away_pos': 7}, {'date': datetime.date(2022, 10, 15), 'gf': 2, 'ga': 2, 'venue': 'ha', 'home_team': 'vikingur r.', 'away_team': 'ka akureyri', 'home_pos': 1, 'away_pos': 7}, {'date': datetime.date(2022, 10, 8), 'gf': 1, 'ga': 2, 'venue': 'hh', 'home_team': 'ka akureyri', 'away_team': 'breidablik', 'home_pos': 7, 'away_pos': 9}]""","""[{'date': datetime.date(2023, 4, 10), 'gf': 1, 'ga': 2, 'venue': 'ha', 'home_team': 'valur reykjavik', 'away_team': 'vestmannaeyjar', 'home_pos': 3, 'away_pos': 10}, {'date': datetime.date(2023, 3, 18), 'gf': 0, 'ga': 0, 'venue': 'hh', 'home_team': 'vestmannaeyjar', 'away_team': 'ka akureyri', 'home_pos': 10, 'away_pos': 7}, {'date': datetime.date(2023, 3, 14), 'gf': 3, 'ga': 2, 'venue': 'ha', 'home_team': 'breidablik', 'away_team': 'vestmannaeyjar', 'home_pos': 9, 'away_pos': 10}, {'date': datetime.date(2023, 3, 5), 'gf': 5, 'ga': 1, 'venue': 'ha', 'home_team': 'fh hafnarfjordur', 'away_team': 'vestmannaeyjar', 'home_pos': 5, 'away_pos': 10}, {'date': datetime.date(2022, 10, 16), 'gf': 3, 'ga': 1, 'venue': 'ha', 'home_team': 'fram reykjavik', 'away_team': 'vestmannaeyjar', 'home_pos': 5, 'away_pos': 10}, {'date': datetime.date(2022, 10, 10), 'gf': 2, 'ga': 1, 'venue': 'hh', 'home_team': 'vestmannaeyjar', 'away_team': 'keflavik', 'home_pos': 10, 'away_pos': 3}, {'date': datetime.date(2022, 10, 5), 'gf': 2, 'ga': 1, 'venue': 'hh', 'home_team': 'vestmannaeyjar', 'away_team': 'fh hafnarfjordur', 'home_pos': 10, 'away_pos': 5}, {'date': datetime.date(2022, 9, 17), 'gf': 0, 'ga': 3, 'venue': 'ha', 'home_team': 'breidablik', 'away_team': 'vestmannaeyjar', 'home_pos': 9, 'away_pos': 10}]""",1,1,1,1,7,3,10,6,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,1,0,0,1,0,0,1,1,0,1,0,0,6,17,33,50,3.5,1.5,2.0,83,100,83,100,67,33,1.65,4.2,4.2,1.2,2.1,1.15,4.8,1.49,2.4,2.2,1.6,1.53,2.3,42,49,9,82,18,98,2,55,45,15,85,94,2.3
2023-04-15,15:00:00,Premier,Iceland,2,Keflavik,KR Reykjavik,0,0,0,2,A,"""[{'date': datetime.date(2022, 8, 15), 'gf': 0, 'ga': 0, 'venue': 'hh'}, {'date': datetime.date(2022, 5, 16), 'gf': 0, 'ga': 1, 'venue': 'ha'}, {'date': datetime.date(2022, 2, 26), 'gf': 1, 'ga': 1, 'venue': 'ha'}, {'date': datetime.date(2021, 9, 11), 'gf': 0, 'ga': 2, 'venue': 'hh'}, {'date': datetime.date(2021, 7, 12), 'gf': 0, 'ga': 1, 'venue': 'ha'}, {'date': datetime.date(2020, 6, 1), 'gf': 1, 'ga': 1, 'venue': 'ha'}, {'date': datetime.date(2018, 9, 16), 'gf': 1, 'ga': 3, 'venue': 'ha'}, {'date': datetime.date(2018, 6, 14), 'gf': 0, 'ga': 4, 'venue': 'hh'}, {'date': datetime.date(2016, 4, 15), 'gf': 0, 'ga': 4, 'venue': 'ha'}, {'date': datetime.date(2015, 8, 25), 'gf': 0, 'ga': 1, 'venue': 'hh'}, {'date': datetime.date(2015, 6, 3), 'gf': 0, 'ga': 5, 'venue': 'hh'}, {'date': datetime.date(2015, 5, 31), 'gf': 0, 'ga': 4, 'venue': 'ha'}]""","""[{'date': datetime.date(2023, 4, 10), 'gf': 2, 'ga': 1, 'venue': 'ha', 'home_team': 'fylkir', 'away_team': 'keflavik', 'home_pos': 10, 'away_pos': 3}, {'date': datetime.date(2023, 2, 25), 'gf': 2, 'ga': 2, 'venue': 'hh', 'home_team': 'keflavik', 'away_team': 'fylkir', 'home_pos': 3, 'away_pos': 10}, {'date': datetime.date(2023, 2, 4), 'gf': 2, 'ga': 1, 'venue': 'hh', 'home_team': 'keflavik', 'away_team': 'ka akureyri', 'home_pos': 3, 'away_pos': 7}, {'date': datetime.date(2022, 10, 29), 'gf': 4, 'ga': 0, 'venue': 'hh', 'home_team': 'keflavik', 'away_team': 'fram reykjavik', 'home_pos': 3, 'away_pos': 5}, {'date': datetime.date(2022, 10, 15), 'gf': 2, 'ga': 3, 'venue': 'hh', 'home_team': 'keflavik', 'away_team': 'fh hafnarfjordur', 'home_pos': 3, 'away_pos': 5}, {'date': datetime.date(2022, 10, 10), 'gf': 1, 'ga': 2, 'venue': 'ha', 'home_team': 'vestmannaeyjar', 'away_team': 'keflavik', 'home_pos': 10, 'away_pos': 3}]""","""[{'date': datetime.date(2023, 4, 10), 'gf': 1, 'ga': 1, 'venue': 'ha', 'home_team': 'ka akureyri', 'away_team': 'kr reykjavik', 'home_pos': 7, 'away_pos': 7}, {'date': datetime.date(2023, 2, 18), 'gf': 6, 'ga': 1, 'venue': 'hh', 'home_team': 'kr reykjavik', 'away_team': 'hk kopavogur', 'home_pos': 7, 'away_pos': 2}, {'date': datetime.date(2023, 2, 12), 'gf': 0, 'ga': 2, 'venue': 'ha', 'home_team': 'valur reykjavik', 'away_team': 'kr reykjavik', 'home_pos': 3, 'away_pos': 7}, {'date': datetime.date(2023, 1, 14), 'gf': 0, 'ga': 2, 'venue': 'ha', 'home_team': 'fylkir', 'away_team': 'kr reykjavik', 'home_pos': 10, 'away_pos': 7}, {'date': datetime.date(2022, 10, 29), 'gf': 0, 'ga': 2, 'venue': 'hh', 'home_team': 'kr reykjavik', 'away_team': 'stjarnan', 'home_pos': 7, 'away_pos': 12}, {'date': datetime.date(2022, 10, 24), 'gf': 2, 'ga': 2, 'venue': 'ha', 'home_team': 'vikingur r.', 'away_team': 'kr reykjavik', 'home_pos': 1, 'away_pos': 7}, {'date': datetime.date(2022, 10, 15), 'gf': 1, 'ga': 0, 'venue': 'ha', 'home_team': 'breidablik', 'away_team': 'kr reykjavik', 'home_pos': 9, 'away_pos': 7}, {'date': datetime.date(2022, 10, 8), 'gf': 2, 'ga': 1, 'venue': 'hh', 'home_team': 'kr reykjavik', 'away_team': 'valur reykjavik', 'home_pos': 7, 'away_pos': 3}, {'date': datetime.date(2022, 10, 2), 'gf': 0, 'ga': 1, 'venue': 'ha', 'home_team': 'ka akureyri', 'away_team': 'kr reykjavik', 'home_pos': 7, 'away_pos': 7}]""",1,0,1,1,3,7,7,5,2.0,1.0,0,0,1.0,1.0,1.0,1.0,3.0,0,1.0,1.0,0,0,0,0,0,0,1,0,0,1,0,0,6,17,33,50,3.5,1.5,2.0,83,100,83,100,67,33,2.9,1.98,1.98,1.75,1.37,1.11,6.0,1.36,2.9,1.88,1.8,1.37,2.85,32,30,38,39,61,98,2,55,45,15,85,94,2.85
